page,brand,model,category,size,storage,color,price,source,condition,date,article_number,n_of_reviews,rating,delivery_time
5,apple,iphone 14 plus,Smartphone,6.7,256,purple,829.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151047.html,new,2024-04-07,2151047.0,2,5.0,
5,apple,iphone 15 pro max,Smartphone,6.7,1000 GB,black,1556.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-max-2203435.html,new,2024-04-07,2203435.0,0,0.0,
5,apple,iphone 13,Smartphone,6.1,256,blue,629.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091358.html,new,2024-04-07,2091358.0,11,5.0,
6,apple,iphone 14,Smartphone,6.1,128,yellow,619.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2176808.html,new,2024-04-07,2176808.0,13,4.8,
6,inoi,note 13s,Smartphone,6.95,256,unknown,158.0,https://www.mediamarkt.ch/de/product/_inoi-note-13s-2190696.html,new,2024-04-07,2190696.0,0,0.0,2.0
6,samsung,galaxy s24,Smartphone,6.2,256,black,899.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220723.html,new,2024-04-07,2220723.0,274,4.4,4.0
6,xiaomi,redmi 12,Smartphone,6.79,128,black,144.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203274.html,new,2024-04-07,2203274.0,22,4.0,2.0
6,apple,iphone 15 pro max,Smartphone,6.7,1000 GB,titanium,1563.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-max-2203440.html,new,2024-04-07,2203440.0,0,0.0,2.0
6,apple,iphone se,Smartphone,4.7,128,unknown,430.0,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2118903.html,new,2024-04-07,2118903.0,0,0.0,
6,apple,iphone 12,Smartphone,6.1,64,purple,479.0,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2066506.html,new,2024-04-07,2066506.0,5,5.0,6.0
6,apple,iphone 15 plus,Smartphone,6.7,256,black,929.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203393.html,new,2024-04-07,2203393.0,1,5.0,
6,samsung,galaxy s23,Smartphone,6.1,256,unknown,694.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167363.html,new,2024-04-07,2167363.0,272,4.4,6.0
6,emporia,supereasy,Smartphone,,,schwarz,209.0,https://www.mediamarkt.ch/de/product/_emporia-supereasy-2127635.html,new,2024-04-07,2127635.0,0,0.0,2.0
6,samsung,galaxy s24 ultra,Smartphone,6.8,256,titanium,1299.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220738.html,new,2024-04-07,2220738.0,786,4.7,7.0
6,samsung,galaxy a54 5g,Smartphone,6.4,256,white,439.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a54-5g-2177748.html,new,2024-04-07,2177748.0,308,4.4,2.0
6,samsung,galaxy a35 5g,Smartphone,6.6,256,unknown,419.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242305.html,new,2024-04-07,2242305.0,1,5.0,10.0
6,samsung,galaxy z fold5,Smartphone,7.6,512,blue,1778.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193025.html,new,2024-04-07,2193025.0,49,4.3,10.0
6,xiaomi,redmi note 13 4g,Smartphone,6.67,256,black,222.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-4g-2220888.html,new,2024-04-07,2220888.0,0,0.0,6.0
6,one,plus nord ce 3 lite 5g,Smartphone,6.72,128,gray,313.0,https://www.mediamarkt.ch/de/product/_one-plus-nord-ce-3-lite-5g-2180208.html,new,2024-04-07,2180208.0,0,0.0,2.0
6,xiaomi,redmi 13c,Smartphone,6.74,128,blue,133.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219839.html,new,2024-04-07,2219839.0,3,5.0,
6,xiaomi,redmi 13c,Smartphone,6.74,256,green,152.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219847.html,new,2024-04-07,2219847.0,0,0.0,7.0
6,emporia,touchsmart.2,Smartphone,,,schwarz,118.0,https://www.mediamarkt.ch/de/product/_emporia-touchsmart-2-2110132.html,new,2024-04-07,2110132.0,7,2.6,2.0
6,samsung,galaxy a34 5g,Smartphone,6.6,256,silver,369.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a34-5g-2176866.html,new,2024-04-07,2176866.0,210,4.3,2.0
6,apple,iphone 14 plus,Smartphone,6.7,128,purple,749.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151042.html,new,2024-04-07,2151042.0,6,5.0,2.0
6,xiaomi,13t,Smartphone,6.67,256,black,551.0,https://www.mediamarkt.ch/de/product/_xiaomi-13t-2203283.html,new,2024-04-07,2203283.0,8,4.5,7.0
6,samsung,galaxy s23 fe,Smartphone,6.4,256,unknown,620.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216487.html,new,2024-04-07,2216487.0,2,3.0,2.0
6,apple,iphone 14 plus,Smartphone,6.7,512,unknown,1026.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151050.html,new,2024-04-07,2151050.0,3,3.7,
7,motorola,moto e13,Smartphone,6.5,64,black,99.0,https://www.mediamarkt.ch/de/product/_motorola-moto-e13-2180587.html,new,2024-04-07,2180587.0,1,1.0,4.0
7,apple,iphone 14,Smartphone,6.1,256,red,739.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151033.html,new,2024-04-07,2151033.0,5,5.0,2.0
7,apple,iphone 14 plus,Smartphone,6.7,128,yellow,749.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2176811.html,new,2024-04-07,2176811.0,4,5.0,
7,xiaomi,redmi note 13 pro 4g,Smartphone,6.67,256,black,296.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-4g-2220894.html,new,2024-04-07,2220894.0,1,5.0,
7,xiaomi,redmi note 13 pro 5g,Smartphone,6.67,256,unknown,356.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220898.html,new,2024-04-07,2220898.0,6,4.7,
7,xiaomi,redmi note 13 pro 5g,Smartphone,6.67,256,black,349.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220897.html,new,2024-04-07,2220897.0,5,4.0,2.0
7,xiaomi,redmi note 13 pro+ 5g,Smartphone,6.67,256,purple,399.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220884.html,new,2024-04-07,2220884.0,0,0.0,6.0
7,samsung,galaxy s24,Smartphone,6.2,256,yellow,899.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220726.html,new,2024-04-07,2220726.0,274,4.4,2.0
7,samsung,galaxy s24,Smartphone,6.2,128,black,704.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220727.html,new,2024-04-07,2220727.0,274,4.4,
7,apple,iphone se (2022),Smartphone,4.7,256,unknown,579.0,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2022-2118906.html,new,2024-04-07,2118906.0,2,5.0,
7,apple,iphone se,Smartphone,4.7,128,red,430.0,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2118904.html,new,2024-04-07,2118904.0,1,5.0,
7,apple,iphone 15 pro,Smartphone,6.1,1000 GB,black,1448.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203418.html,new,2024-04-07,2203418.0,1,5.0,
7,apple,iphone 15 plus,Smartphone,6.7,128,blue,829.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203391.html,new,2024-04-07,2203391.0,6,5.0,
7,apple,iphone 15 plus,Smartphone,6.7,256,yellow,929.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203395.html,new,2024-04-07,2203395.0,0,0.0,4.0
7,motorola,moto g30,Smartphone,6.5,128,unknown,224.0,https://www.mediamarkt.ch/de/product/_motorola-moto-g30-2076214.html,new,2024-04-07,2076214.0,0,0.0,7.0
7,samsung,galaxy s23,Smartphone,6.1,256,unknown,699.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167357.html,new,2024-04-07,2167357.0,270,4.4,2.0
7,samsung,galaxy s24+,Smartphone,6.7,512,yellow,1149.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220718.html,new,2024-04-07,2220718.0,184,4.5,
7,samsung,galaxy s24,Smartphone,6.2,128,yellow,749.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220730.html,new,2024-04-07,2220730.0,274,4.4,2.0
7,samsung,galaxy s24 ultra,Smartphone,6.8,256,titanium,1169.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220739.html,new,2024-04-07,2220739.0,786,4.7,6.0
7,samsung,galaxy a55 5g,Smartphone,6.6,128,unknown,429.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a55-5g-2237052.html,new,2024-04-07,2237052.0,0,0.0,4.0
7,samsung,galaxy s23,Smartphone,6.1,128,unknown,629.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167340.html,new,2024-04-07,,0,0.0,
7,xiaomi,redmi 12c,Smartphone,6.71,64,green,144.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178005.html,new,2024-04-07,,0,0.0,
7,samsung,galaxy s23 ultra,Smartphone,6.8,256,green,899.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167382.html,new,2024-04-07,2167382.0,605,4.6,2.0
7,samsung,galaxy s23 ultra,Smartphone,6.8,256,unknown,899.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167380.html,new,2024-04-07,2167380.0,605,4.6,2.0
8,samsung,galaxy a35 5g,Smartphone,6.6,256,blue,419.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242300.html,new,2024-04-07,2242300.0,1,5.0,
8,samsung,galaxy s23+,Smartphone,6.6,512,black,849.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167378.html,new,2024-04-07,,0,0.0,
8,samsung,galaxy a35 5g,Smartphone,6.6,256,unknown,419.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242333.html,new,2024-04-07,2242333.0,0,0.0,10.0
8,samsung,galaxy z fold5,Smartphone,7.6,256,blue,1590.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193040.html,new,2024-04-07,,0,0.0,
8,samsung,galaxy z flip5,Smartphone,6.7,256,unknown,1011.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip5-2193032.html,new,2024-04-07,2193032.0,55,4.5,7.0
8,xiaomi,14 + electric scooter 4 lite swiss edition bundle,Smartphone,6.36,512,black,1099.0,https://www.mediamarkt.ch/de/product/_xiaomi-14-electric-scooter-4-lite-swiss-edition-bundle-2238856.html,new,2024-04-07,2238856.0,0,0.0,2.0
8,samsung,galaxy z flip5,Smartphone,6.7,512,unknown,1018.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip5-2193036.html,new,2024-04-07,2193036.0,57,4.6,2.0
8,samsung,galaxy z fold5,Smartphone,7.6,512,black,1710.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193041.html,new,2024-04-07,,0,0.0,
8,samsung,galaxy a54 5g,Smartphone,6.4,128,unknown,299.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a54-5g-2173982.html,new,2024-04-07,,0,0.0,
8,nokia,g22,Smartphone,6.52,64,unknown,154.0,https://www.mediamarkt.ch/de/product/_nokia-g22-2175509.html,new,2024-04-07,2175509.0,0,0.0,2.0
8,apple,iphone 14 plus,Smartphone,6.7,256,unknown,829.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151045.html,new,2024-04-07,2151045.0,5,5.0,7.0
8,xiaomi,13t pro,Smartphone,6.67,1000 GB,blue,893.0,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203278.html,new,2024-04-07,2203278.0,0,0.0,
8,xiaomi,redmi a2,Smartphone,6.52,32,unknown,88.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-a2-2178003.html,new,2024-04-07,2178003.0,6,4.2,
8,samsung,galaxy a25 5g,Smartphone,6.5,128,blue,269.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a25-5g-2216496.html,new,2024-04-07,2216496.0,5,4.6,2.0
8,apple,iphone 14 plus,Smartphone,6.7,512,purple,1026.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151052.html,new,2024-04-07,2151052.0,2,5.0,7.0
8,samsung,galaxy s23 fe,Smartphone,6.4,128,unknown,619.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216485.html,new,2024-04-07,2216485.0,2,3.0,2.0
8,samsung,galaxy s23 fe,Smartphone,6.4,128,unknown,619.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216483.html,new,2024-04-07,2216483.0,2,3.0,2.0
8,apple,iphone 14 plus,Smartphone,6.7,128,unknown,749.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151040.html,new,2024-04-07,2151040.0,5,4.8,2.0
8,samsung,galaxy s23 fe,Smartphone,6.4,256,purple,629.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216489.html,new,2024-04-07,2216489.0,3,3.7,4.0
8,ruggear,rg360,Smartphone,,8,schwarz,122.0,https://www.mediamarkt.ch/de/product/_ruggear-rg360-2053578.html,new,2024-04-07,2053578.0,0,0.0,7.0
8,apple,iphone 14,Smartphone,6.1,512,unknown,980.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151035.html,new,2024-04-07,2151035.0,0,0.0,2.0
8,inoi,a72,Smartphone,6.5,64,unknown,119.0,https://www.mediamarkt.ch/de/product/_inoi-a72-2190692.html,new,2024-04-07,2190692.0,0,0.0,
8,inoi,a72,Smartphone,6.5,64,unknown,115.0,https://www.mediamarkt.ch/de/product/_inoi-a72-2190691.html,new,2024-04-07,2190691.0,0,0.0,7.0
9,doro,8200 plus,Smartphone,6.1,64,unknown,283.0,https://www.mediamarkt.ch/de/product/_doro-8200-plus-2198411.html,new,2024-04-07,2198411.0,0,0.0,7.0
9,doro,8200,Smartphone,6.1,64,unknown,294.0,https://www.mediamarkt.ch/de/product/_doro-8200-2198408.html,new,2024-04-07,2198408.0,0,0.0,7.0
9,inoi,a63,Smartphone,6.5,32,schwarz,96.0,https://www.mediamarkt.ch/de/product/_inoi-a63-2190687.html,new,2024-04-07,2190687.0,1,5.0,7.0
9,apple,iphone 13,Smartphone,6.1,256,pink,629.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091355.html,new,2024-04-07,2091355.0,0,0.0,
9,apple,iphone 13,Smartphone,6.1,256,red,625.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091356.html,new,2024-04-07,2091356.0,0,0.0,
9,apple,iphone 13,Smartphone,6.1,256,unknown,629.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091349.html,new,2024-04-07,2091349.0,14,4.9,4.0
9,xiaomi,redmi note 13 pro+ 5g,Smartphone,6.67,512,purple,424.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220881.html,new,2024-04-07,2220881.0,2,4.0,2.0
9,xiaomi,redmi note 13 pro 4g,Smartphone,6.67,256,green,312.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-4g-2220895.html,new,2024-04-07,2220895.0,1,5.0,7.0
9,apple,iphone 12,Smartphone,6.1,128,purple,529.0,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2066507.html,new,2024-04-07,2066507.0,8,4.8,
9,xiaomi,redmi note 13 pro+ 5g,Smartphone,6.67,256,white,399.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220883.html,new,2024-04-07,2220883.0,0,0.0,7.0
9,xiaomi,redmi note 13 pro 5g,Smartphone,6.67,256,purple,342.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220899.html,new,2024-04-07,2220899.0,0,0.0,2.0
9,motorola,razr 40 ultra,Smartphone,6.9,256,unknown,1075.0,https://www.mediamarkt.ch/de/product/_motorola-razr-40-ultra-2189432.html,new,2024-04-07,,0,0.0,
9,samsung,galaxy s24+,Smartphone,6.7,256,yellow,949.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220722.html,new,2024-04-07,2220722.0,184,4.5,
9,xiaomi,redmi 12,Smartphone,6.79,256,blue,204.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203272.html,new,2024-04-07,2203272.0,1,5.0,
9,samsung,galaxy s24,Smartphone,6.2,256,unknown,899.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220725.html,new,2024-04-07,2220725.0,275,4.4,2.0
9,samsung,galaxy s24,Smartphone,6.2,128,unknown,704.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220728.html,new,2024-04-07,2220728.0,274,4.4,2.0
9,apple,iphone se (2022),Smartphone,4.7,256,unknown,567.0,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2022-2118907.html,new,2024-04-07,2118907.0,0,0.0,2.0
9,apple,iphone 12,Smartphone,6.1,128,white,529.0,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028654.html,new,2024-04-07,2028654.0,16,4.7,2.0
9,apple,iphone 15,Smartphone,6.1,512,black,1026.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203382.html,new,2024-04-07,2203382.0,1,3.0,2.0
9,apple,iphone 15 pro,Smartphone,6.1,1000 GB,titanium,1445.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203421.html,new,2024-04-07,2203421.0,1,5.0,
9,apple,iphone 15 pro,Smartphone,6.1,512,titanium,1256.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203415.html,new,2024-04-07,2203415.0,1,5.0,
9,apple,iphone 15 pro,Smartphone,6.1,1000 GB,white,1459.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-pro-2203419.html,new,2024-04-07,2203419.0,0,0.0,2.0
9,apple,iphone 15 plus,Smartphone,6.7,128,green,829.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203392.html,new,2024-04-07,2203392.0,1,5.0,4.0
9,nokia,g42 5g,Smartphone,6.56,128,unknown,213.0,https://www.mediamarkt.ch/de/product/_nokia-g42-5g-2192169.html,new,2024-04-07,2192169.0,3,4.7,2.0
10,google,pixel 8,Smartphone,6.2,128,unknown,654.0,https://www.mediamarkt.ch/de/product/_google-pixel-8-2214716.html,new,2024-04-07,2214716.0,26,4.5,2.0
10,apple,iphone 13,Smartphone,6.1,128,red,539.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091436.html,new,2024-04-07,2091436.0,5,4.8,
10,apple,iphone 15 plus,Smartphone,6.7,256,green,929.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203397.html,new,2024-04-07,2203397.0,0,0.0,4.0
10,xiaomi,13 pro,Smartphone,6.73,256,white,1225.0,https://www.mediamarkt.ch/de/product/_xiaomi-13-pro-2175506.html,new,2024-04-07,2175506.0,0,0.0,
10,apple,iphone 15 plus,Smartphone,6.7,512,black,1123.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203398.html,new,2024-04-07,2203398.0,0,0.0,2.0
10,samsung,galaxy s24 ultra,Smartphone,6.8,1000 GB,black,1599.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220713.html,new,2024-04-07,2220713.0,786,4.7,
10,motorola,moto g82 5g,Smartphone,6.6,128,gray,322.0,https://www.mediamarkt.ch/de/product/_motorola-moto-g82-5g-2134534.html,new,2024-04-07,2134534.0,0,0.0,7.0
10,xiaomi,redmi note 12 4g,Smartphone,6.67,64,gray,185.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-4g-2195956.html,new,2024-04-07,,0,0.0,
10,motorola,moto g22,Smartphone,6.5,64,black,204.0,https://www.mediamarkt.ch/de/product/_motorola-moto-g22-2134530.html,new,2024-04-07,2134530.0,0,0.0,7.0
10,oppo,a58,Smartphone,6.72,128,green,129.0,https://www.mediamarkt.ch/de/product/_oppo-a58-2202444.html,new,2024-04-07,2202444.0,0,0.0,
10,crosscall,stellar,Smartphone,6.497,128,schwarz,841.0,https://www.mediamarkt.ch/de/product/_crosscall-stellar-x5-2219743.html,new,2024-04-07,2219743.0,0,0.0,7.0
10,samsung,galaxy s23,Smartphone,6.1,128,unknown,615.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167349.html,new,2024-04-07,,0,0.0,
10,samsung,galaxy s22 ultra 5g,Smartphone,6.8,256,black,947.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s22-ultra-5g-2109393.html,new,2024-04-07,2109393.0,148,4.3,
10,xiaomi,redmi note 12 pro 5g,Smartphone,6.67,128,white,356.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-5g-2215826.html,new,2024-04-07,2215826.0,0,0.0,7.0
10,samsung,galaxy s23 ultra,Smartphone,6.8,512,unknown,997.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167388.html,new,2024-04-07,,0,0.0,
10,motorola,edge 20 pro,Smartphone,6.7,256,blue,538.0,https://www.mediamarkt.ch/de/product/_motorola-edge-20-pro-2095383.html,new,2024-04-07,,0,0.0,
10,samsung,galaxy a35 5g,Smartphone,6.6,128,unknown,359.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2237048.html,new,2024-04-07,2237048.0,0,0.0,2.0
10,xiaomi,redmi 12c,Smartphone,6.71,64,gray,133.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178006.html,new,2024-04-07,,0,0.0,
10,xiaomi,redmi 12c,Smartphone,6.71,64,blue,133.0,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178007.html,new,2024-04-07,,0,0.0,
10,samsung,galaxy s24+,Smartphone,6.7,256,unknown,949.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220720.html,new,2024-04-07,2220720.0,184,4.5,2.0
10,samsung,galaxy a35 5g,Smartphone,6.6,256,unknown,419.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242341.html,new,2024-04-07,2242341.0,0,0.0,10.0
